;Unnamed: 0;id;link;author;description;source;favorite_count;retweet_count;lang;tweet_type;user_statuses_count;user_friends_count;user_followers_count;"boost_value ";cleaned;token;re_stop;stem;join;polarity
840;840;1239;https://twitter.com/Beritasatu/statuses/1584385051810500609;Beritasatu;Tarif Angkutan Umum DKI Naik Rp 1.000, TransJakarta dan JakLingko Tetap https://t.co/V16K79XLNQ;beritasatu;0;0;in;original;979118;220;1013403;0;tarif angkutan umum dki naik rp transjakarta dan jaklingko tetap;['tarif', 'angkutan', 'umum', 'dki', 'naik', 'rp', 'transjakarta', 'dan', 'jaklingko', 'tetap'];['tarif', 'angkutan', 'dki', 'rp', 'transjakarta', 'jaklingko'];['tarif', 'angkut', 'dki', 'rp', 'transjakarta', 'jaklingko'];tarif angkut dki rp transjakarta jaklingko;1
841;841;1240;https://twitter.com/NajiahOfficial/statuses/1584382686579556353;NajiahOfficial;For the first time nyoba ke kampus naik kendaraan umum, dari rumah naik angkot jaklingko eh udh nyasar aja, mana lg uts . . .;Twitter for Android;0;0;in;original;630;113;17;0;for the first time nyoba ke kampus naik kendaraan umum dari rumah naik angkot jaklingko eh udh nyasar aja mana lg uts;['for', 'the', 'first', 'time', 'nyoba', 'ke', 'kampus', 'naik', 'kendaraan', 'umum', 'dari', 'rumah', 'naik', 'angkot', 'jaklingko', 'eh', 'udh', 'nyasar', 'aja', 'mana', 'lg', 'uts'];['for', 'the', 'first', 'time', 'nyoba', 'kampus', 'kendaraan', 'rumah', 'angkot', 'jaklingko', 'eh', 'udh', 'nyasar', 'aja', 'lg', 'uts'];['for', 'the', 'first', 'time', 'nyoba', 'kampus', 'kendara', 'rumah', 'angkot', 'jaklingko', 'eh', 'udh', 'nyasar', 'aja', 'lg', 'uts'];for the first time nyoba kampus kendara rumah angkot jaklingko eh udh nyasar aja lg uts;0
842;842;1241;https://twitter.com/shoufi_aslelmjg/statuses/1584381945433436160;shoufi_aslelmjg;"Bagi gw personal, keberhasilan Anies yang solutif itu: JAKLINGKO

Bayar sekali di awal, selebihnya GRATIS!";Twitter for Android;0;2;in;retweet;28962;774;395;0.506329114;bagi gw personal keberhasilan anies yang solutif itu jaklingko bayar sekali di awal selebihnya gratis;['bagi', 'gw', 'personal', 'keberhasilan', 'anies', 'yang', 'solutif', 'itu', 'jaklingko', 'bayar', 'sekali', 'di', 'awal', 'selebihnya', 'gratis'];['gw', 'personal', 'keberhasilan', 'anies', 'solutif', 'jaklingko', 'bayar', 'selebihnya', 'gratis'];['gw', 'personal', 'hasil', 'anies', 'solutif', 'jaklingko', 'bayar', 'lebih', 'gratis'];gw personal hasil anies solutif jaklingko bayar lebih gratis;1
843;843;1242;https://twitter.com/almagentia369/statuses/1584381240580661255;almagentia369;"Jadi gw tau JakLingko gratis itu suatu ketika abis balik dari Pnom Penh, setahun tinggalin Jkt. Gw kejar2 angkot JB03 (dulu namanya itu), pas didlm kok emak2 ada 2 org megangin kartu, apaan gw pikir. Baru tau gratisan

Konsep angkot gratis ini simpel, tapi killer. Seriusan.";Twitter Web App;0;0;in;original;93314;3443;6398;0;jadi gw tau jaklingko gratis itu suatu ketika abis balik dari pnom penh setahun tinggalin jkt gw kejar angkot jb dulu namanya itu pas didlm kok emak ada org megangin kartu apaan gw pikir baru tau gratisan konsep angkot gratis ini simpel tapi killer seriusan;['jadi', 'gw', 'tau', 'jaklingko', 'gratis', 'itu', 'suatu', 'ketika', 'abis', 'balik', 'dari', 'pnom', 'penh', 'setahun', 'tinggalin', 'jkt', 'gw', 'kejar', 'angkot', 'jb', 'dulu', 'namanya', 'itu', 'pas', 'didlm', 'kok', 'emak', 'ada', 'org', 'megangin', 'kartu', 'apaan', 'gw', 'pikir', 'baru', 'tau', 'gratisan', 'konsep', 'angkot', 'gratis', 'ini', 'simpel', 'tapi', 'killer', 'seriusan'];['gw', 'tau', 'jaklingko', 'gratis', 'abis', 'pnom', 'penh', 'setahun', 'tinggalin', 'jkt', 'gw', 'kejar', 'angkot', 'jb', 'namanya', 'pas', 'didlm', 'emak', 'org', 'megangin', 'kartu', 'gw', 'pikir', 'tau', 'gratisan', 'konsep', 'angkot', 'gratis', 'simpel', 'killer', 'seriusan'];['gw', 'tau', 'jaklingko', 'gratis', 'abis', 'pnom', 'penh', 'tahun', 'tinggalin', 'jkt', 'gw', 'kejar', 'angkot', 'jb', 'nama', 'pas', 'didlm', 'emak', 'org', 'megangin', 'kartu', 'gw', 'pikir', 'tau', 'gratis', 'konsep', 'angkot', 'gratis', 'simpel', 'killer', 'serius'];gw tau jaklingko gratis abis pnom penh tahun tinggalin jkt gw kejar angkot jb nama pas didlm emak org megangin kartu gw pikir tau gratis konsep angkot gratis simpel killer serius;1
844;844;1245;https://twitter.com/idxcupdate/statuses/1584380037930721280;idxcupdate;"Sah! tarif angkot non jaklingko naik jadi Rp6.000
https://t.co/GpQXly7LvL";TweetDeck;0;0;in;original;23563;27;1414;0;sah tarif angkot non jaklingko naik jadi rp;['sah', 'tarif', 'angkot', 'non', 'jaklingko', 'naik', 'jadi', 'rp'];['sah', 'tarif', 'angkot', 'non', 'jaklingko', 'rp'];['sah', 'tarif', 'angkot', 'non', 'jaklingko', 'rp'];sah tarif angkot non jaklingko rp;1
845;845;1247;https://twitter.com/Dee_iaz/statuses/1584378617190002695;Dee_iaz;"@PT_Transjakarta Hai Kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi :
📱 (Whatsapp) : xxxxxxz
☎️ (Phone) : xxxxx
📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih Diaz";Twitter for Android;0;0;in;reply;6802;102;356;0;hai kak mohon maaf atas kendala yang dialami mengenai saldo terpotong kali silakan laporkan ke nomor customer care jaklingko yang dapat di hubungi whatsapp xxxxxxz phone xxxxx email terima kasih diaz;['hai', 'kak', 'mohon', 'maaf', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'ke', 'nomor', 'customer', 'care', 'jaklingko', 'yang', 'dapat', 'di', 'hubungi', 'whatsapp', 'xxxxxxz', 'phone', 'xxxxx', 'email', 'terima', 'kasih', 'diaz'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'dialami', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'nomor', 'customer', 'care', 'jaklingko', 'hubungi', 'whatsapp', 'xxxxxxz', 'phone', 'xxxxx', 'email', 'terima', 'kasih', 'diaz'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'alami', 'saldo', 'potong', 'kali', 'sila', 'lapor', 'nomor', 'customer', 'care', 'jaklingko', 'hubung', 'whatsapp', 'xxxxxxz', 'phone', 'xxxxx', 'email', 'terima', 'kasih', 'diaz'];hai kak mohon maaf kendala alami saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp xxxxxxz phone xxxxx email terima kasih diaz;0
846;846;1248;https://twitter.com/Azeline99194303/statuses/1584378308623421442;Azeline99194303;"@PT_Transjakarta 
Terhitung kurang lebih 15 menit jaklingko di kampung Melayu arah kapin raya kosong, gimana ini min gaada jaklingko 1 pun";Twitter for Android;0;0;in;original;10;0;0;0;terhitung kurang lebih menit jaklingko di kampung melayu arah kapin raya kosong gimana ini min gaada jaklingko pun;['terhitung', 'kurang', 'lebih', 'menit', 'jaklingko', 'di', 'kampung', 'melayu', 'arah', 'kapin', 'raya', 'kosong', 'gimana', 'ini', 'min', 'gaada', 'jaklingko', 'pun'];['terhitung', 'menit', 'jaklingko', 'kampung', 'melayu', 'arah', 'kapin', 'raya', 'kosong', 'gimana', 'min', 'gaada', 'jaklingko'];['hitung', 'menit', 'jaklingko', 'kampung', 'melayu', 'arah', 'kapin', 'raya', 'kosong', 'gimana', 'min', 'gaada', 'jaklingko'];hitung menit jaklingko kampung melayu arah kapin raya kosong gimana min gaada jaklingko;1
847;847;1249;https://twitter.com/kumparan/statuses/1584378053110951936;kumparan;Kepala Dinas Perhubungan DKI Jakarta Syafrin Liputo mengkonfirmasi kenaikan tarif angkot non-Jaklingko sebesar 20 persen imbas kenaikan BBM. https://t.co/F1mX9o6Qpx;dlvr.it;0;0;in;original;885430;3;954642;0;kepala dinas perhubungan dki jakarta syafrin liputo mengkonfirmasi kenaikan tarif angkot nonjaklingko sebesar persen imbas kenaikan bbm;['kepala', 'dinas', 'perhubungan', 'dki', 'jakarta', 'syafrin', 'liputo', 'mengkonfirmasi', 'kenaikan', 'tarif', 'angkot', 'nonjaklingko', 'sebesar', 'persen', 'imbas', 'kenaikan', 'bbm'];['kepala', 'dinas', 'perhubungan', 'dki', 'jakarta', 'syafrin', 'liputo', 'mengkonfirmasi', 'kenaikan', 'tarif', 'angkot', 'nonjaklingko', 'persen', 'imbas', 'kenaikan', 'bbm'];['kepala', 'dinas', 'hubung', 'dki', 'jakarta', 'syafrin', 'liputo', 'konfirmasi', 'naik', 'tarif', 'angkot', 'nonjaklingko', 'persen', 'imbas', 'naik', 'bbm'];kepala dinas hubung dki jakarta syafrin liputo konfirmasi naik tarif angkot nonjaklingko persen imbas naik bbm;1
848;848;1250;https://twitter.com/PT_Transjakarta/statuses/1584377871308505088;PT_Transjakarta;"@Queen_Mbee Hai kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi :
📱 (Whatsapp) : 0812-6000-1440
☎️ (Phone) : 021-29223034
📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^ZL";Genesys Social Engagement.;0;0;in;reply;430084;22;482400;0;hai kak mohon maaf atas kendala yang dialami mengenai saldo terpotong kali silakan laporkan ke nomor customer care jaklingko yang dapat di hubungi whatsapp phone email terima kasih zl;['hai', 'kak', 'mohon', 'maaf', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'ke', 'nomor', 'customer', 'care', 'jaklingko', 'yang', 'dapat', 'di', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'zl'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'dialami', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'nomor', 'customer', 'care', 'jaklingko', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'zl'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'alami', 'saldo', 'potong', 'kali', 'sila', 'lapor', 'nomor', 'customer', 'care', 'jaklingko', 'hubung', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'zl'];hai kak mohon maaf kendala alami saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email terima kasih zl;0
850;850;1252;https://twitter.com/babygoodzilla/statuses/1584375307599249409;babygoodzilla;"@aditya_cholisi @adriansyahyasin Makanya jangan suka kampanye tiba2 mau bikin MRT/LRT, mahal
Yg sederhana aja dulu kaya jaklingko, kalo sistem sederhana seperti angkot aja bisa diatur, yg lainnya pasti nyusul

Jangan ngejar megah &amp; Instagramable dulu, pilih manfaat dulu";Twitter Web App;0;4;in;retweet;30895;1061;297;1.346801347;makanya jangan suka kampanye tiba mau bikin mrtlrt mahal yg sederhana aja dulu kaya jaklingko kalo sistem sederhana seperti angkot aja bisa diatur yg lainnya pasti nyusul jangan ngejar megah instagramable dulu pilih manfaat dulu;['makanya', 'jangan', 'suka', 'kampanye', 'tiba', 'mau', 'bikin', 'mrtlrt', 'mahal', 'yg', 'sederhana', 'aja', 'dulu', 'kaya', 'jaklingko', 'kalo', 'sistem', 'sederhana', 'seperti', 'angkot', 'aja', 'bisa', 'diatur', 'yg', 'lainnya', 'pasti', 'nyusul', 'jangan', 'ngejar', 'megah', 'instagramable', 'dulu', 'pilih', 'manfaat', 'dulu'];['suka', 'kampanye', 'bikin', 'mrtlrt', 'mahal', 'sederhana', 'aja', 'kaya', 'jaklingko', 'kalo', 'sistem', 'sederhana', 'angkot', 'aja', 'diatur', 'nyusul', 'ngejar', 'megah', 'instagramable', 'pilih', 'manfaat'];['suka', 'kampanye', 'bikin', 'mrtlrt', 'mahal', 'sederhana', 'aja', 'kaya', 'jaklingko', 'kalo', 'sistem', 'sederhana', 'angkot', 'aja', 'atur', 'nyusul', 'ngejar', 'megah', 'instagramable', 'pilih', 'manfaat'];suka kampanye bikin mrtlrt mahal sederhana aja kaya jaklingko kalo sistem sederhana angkot aja atur nyusul ngejar megah instagramable pilih manfaat;1
851;851;1253;https://twitter.com/PT_Transjakarta/statuses/1584374905860018176;PT_Transjakarta;"@Dee_iaz Hai Kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi :
📱 (Whatsapp) : 0812-6000-1440
☎️ (Phone) : 021-29223034
📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^ZL";Genesys Social Engagement.;0;0;in;reply;430084;22;482400;0;hai kak mohon maaf atas kendala yang dialami mengenai saldo terpotong kali silakan laporkan ke nomor customer care jaklingko yang dapat di hubungi whatsapp phone email terima kasih zl;['hai', 'kak', 'mohon', 'maaf', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'ke', 'nomor', 'customer', 'care', 'jaklingko', 'yang', 'dapat', 'di', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'zl'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'dialami', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'nomor', 'customer', 'care', 'jaklingko', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'zl'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'alami', 'saldo', 'potong', 'kali', 'sila', 'lapor', 'nomor', 'customer', 'care', 'jaklingko', 'hubung', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'zl'];hai kak mohon maaf kendala alami saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email terima kasih zl;0
853;853;1255;https://twitter.com/fiamaulana/statuses/1584369662464126977;fiamaulana;Butuh @dinadimu ni jd bajer LRT Palembang, jd bajer jaklingko kayaknya bentar lg mau pensiun https://t.co/KtrgGtwmmX;Twitter for Android;0;1;in;quote;62628;493;1244;0.080385852;butuh ni jd bajer lrt palembang jd bajer jaklingko kayaknya bentar lg mau pensiun;['butuh', 'ni', 'jd', 'bajer', 'lrt', 'palembang', 'jd', 'bajer', 'jaklingko', 'kayaknya', 'bentar', 'lg', 'mau', 'pensiun'];['butuh', 'ni', 'jd', 'bajer', 'lrt', 'palembang', 'jd', 'bajer', 'jaklingko', 'kayaknya', 'bentar', 'lg', 'pensiun'];['butuh', 'ni', 'jd', 'bajer', 'lrt', 'palembang', 'jd', 'bajer', 'jaklingko', 'kayak', 'bentar', 'lg', 'pensiun'];butuh ni jd bajer lrt palembang jd bajer jaklingko kayak bentar lg pensiun;1
854;854;1256;https://twitter.com/indomieaddict/statuses/1584369273157611521;indomieaddict;Gua mau beli kartu jaklingko dah soalnya keren desainnya. Ga kaya kartu indomaret anjir fak.;Twitter for iPhone;0;0;in;original;10921;297;44;0;gua mau beli kartu jaklingko dah soalnya keren desainnya ga kaya kartu indomaret anjir fak;['gua', 'mau', 'beli', 'kartu', 'jaklingko', 'dah', 'soalnya', 'keren', 'desainnya', 'ga', 'kaya', 'kartu', 'indomaret', 'anjir', 'fak'];['gua', 'beli', 'kartu', 'jaklingko', 'dah', 'keren', 'desainnya', 'ga', 'kaya', 'kartu', 'indomaret', 'anjir', 'fak'];['gua', 'beli', 'kartu', 'jaklingko', 'dah', 'keren', 'desain', 'ga', 'kaya', 'kartu', 'indomaret', 'anjir', 'fak'];gua beli kartu jaklingko dah keren desain ga kaya kartu indomaret anjir fak;1
855;855;1257;https://twitter.com/PT_Transjakarta/statuses/1584368846667804673;PT_Transjakarta;"@Rifaartantip Hai Kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi :
📱 (Whatsapp) : 0812-6000-1440
☎️ (Phone) : 021-29223034
📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^TH";Genesys Social Engagement.;0;0;in;reply;430084;22;482400;0;hai kak mohon maaf atas kendala yang dialami mengenai saldo terpotong kali silakan laporkan ke nomor customer care jaklingko yang dapat di hubungi whatsapp phone email terima kasih th;['hai', 'kak', 'mohon', 'maaf', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'ke', 'nomor', 'customer', 'care', 'jaklingko', 'yang', 'dapat', 'di', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'th'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'dialami', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'nomor', 'customer', 'care', 'jaklingko', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'th'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'alami', 'saldo', 'potong', 'kali', 'sila', 'lapor', 'nomor', 'customer', 'care', 'jaklingko', 'hubung', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'th'];hai kak mohon maaf kendala alami saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email terima kasih th;0
856;856;1258;https://twitter.com/WartaNusaId/statuses/1584368725691891713;WartaNusaId;"Jargon Jokowi : Kerja, Kerja, Kerja
Jargon Anies : Karya, Karya, dan Karya

Karya Anies selama jadi Gubernur DKI Jakarta :

1. JIS (Jakarta International Stadium)
2. Formula E
3. Jalur Sepeda
4. JakLingko
5. Pelebaran Trotoar
6. SJUT
7. Kampung Susun
etc
https://t.co/1mzZBdhLUk";Twitter Web App;1;1;in;original;4096;89;30;4.333333333;jargon jokowi kerja kerja kerja jargon anies karya karya dan karya karya anies selama jadi gubernur dki jakarta jis jakarta international stadium formula e jalur sepeda jaklingko pelebaran trotoar sjut kampung susun etc;['jargon', 'jokowi', 'kerja', 'kerja', 'kerja', 'jargon', 'anies', 'karya', 'karya', 'dan', 'karya', 'karya', 'anies', 'selama', 'jadi', 'gubernur', 'dki', 'jakarta', 'jis', 'jakarta', 'international', 'stadium', 'formula', 'e', 'jalur', 'sepeda', 'jaklingko', 'pelebaran', 'trotoar', 'sjut', 'kampung', 'susun', 'etc'];['jargon', 'jokowi', 'kerja', 'kerja', 'kerja', 'jargon', 'anies', 'karya', 'karya', 'karya', 'karya', 'anies', 'gubernur', 'dki', 'jakarta', 'jis', 'jakarta', 'international', 'stadium', 'formula', 'e', 'jalur', 'sepeda', 'jaklingko', 'pelebaran', 'trotoar', 'sjut', 'kampung', 'susun', 'etc'];['jargon', 'jokowi', 'kerja', 'kerja', 'kerja', 'jargon', 'anies', 'karya', 'karya', 'karya', 'karya', 'anies', 'gubernur', 'dki', 'jakarta', 'jis', 'jakarta', 'international', 'stadium', 'formula', 'e', 'jalur', 'sepeda', 'jaklingko', 'lebar', 'trotoar', 'sjut', 'kampung', 'susun', 'etc'];jargon jokowi kerja kerja kerja jargon anies karya karya karya karya anies gubernur dki jakarta jis jakarta international stadium formula e jalur sepeda jaklingko lebar trotoar sjut kampung susun etc;0
857;857;1259;https://twitter.com/nayooblue/statuses/1584364152847757313;nayooblue;ribet dah supir jaklingko :(;Twitter for Android;0;0;in;original;3373;226;220;0;ribet dah supir jaklingko;['ribet', 'dah', 'supir', 'jaklingko'];['ribet', 'dah', 'supir', 'jaklingko'];['ribet', 'dah', 'supir', 'jaklingko'];ribet dah supir jaklingko;0
858;858;1260;https://twitter.com/hamzahthegrey/statuses/1584357640314163201;hamzahthegrey;@mahasiswigenz Iya ya, pengaduan langsung jadi mudah dan murah karena adanya integrasi transportasi JakLingko.;Twitter Web App;0;0;in;reply;4031;308;73;0;iya ya pengaduan langsung jadi mudah dan murah karena adanya integrasi transportasi jaklingko;['iya', 'ya', 'pengaduan', 'langsung', 'jadi', 'mudah', 'dan', 'murah', 'karena', 'adanya', 'integrasi', 'transportasi', 'jaklingko'];['iya', 'ya', 'pengaduan', 'langsung', 'mudah', 'murah', 'integrasi', 'transportasi', 'jaklingko'];['iya', 'ya', 'adu', 'langsung', 'mudah', 'murah', 'integrasi', 'transportasi', 'jaklingko'];iya ya adu langsung mudah murah integrasi transportasi jaklingko;1
859;859;1261;https://twitter.com/dhie1974/statuses/1584355227800866816;dhie1974;@PT_Transjakarta Pembelian kartu jaklingko mandiri di mesin kartu halte Kalideres mhari minggu 23 okt 22, pukul 17.00, uang sdh masuk Rp 30.000 , kartu tidak keluar. Mohon pengembalian dana yg sdh masuk, sdh lewat wa tapi layanan wa komplain lama responnya. Makasih;Twitter for Android;0;0;in;reply;61;36;7;0;pembelian kartu jaklingko mandiri di mesin kartu halte kalideres mhari minggu okt pukul uang sdh masuk rp kartu tidak keluar mohon pengembalian dana yg sdh masuk sdh lewat wa tapi layanan wa komplain lama responnya makasih;['pembelian', 'kartu', 'jaklingko', 'mandiri', 'di', 'mesin', 'kartu', 'halte', 'kalideres', 'mhari', 'minggu', 'okt', 'pukul', 'uang', 'sdh', 'masuk', 'rp', 'kartu', 'tidak', 'keluar', 'mohon', 'pengembalian', 'dana', 'yg', 'sdh', 'masuk', 'sdh', 'lewat', 'wa', 'tapi', 'layanan', 'wa', 'komplain', 'lama', 'responnya', 'makasih'];['pembelian', 'kartu', 'jaklingko', 'mandiri', 'mesin', 'kartu', 'halte', 'kalideres', 'mhari', 'minggu', 'okt', 'uang', 'sdh', 'masuk', 'rp', 'kartu', 'mohon', 'pengembalian', 'dana', 'sdh', 'masuk', 'sdh', 'wa', 'layanan', 'wa', 'komplain', 'responnya', 'makasih'];['beli', 'kartu', 'jaklingko', 'mandiri', 'mesin', 'kartu', 'halte', 'kalideres', 'mhari', 'minggu', 'okt', 'uang', 'sdh', 'masuk', 'rp', 'kartu', 'mohon', 'kembali', 'dana', 'sdh', 'masuk', 'sdh', 'wa', 'layan', 'wa', 'komplain', 'responnya', 'makasih'];beli kartu jaklingko mandiri mesin kartu halte kalideres mhari minggu okt uang sdh masuk rp kartu mohon kembali dana sdh masuk sdh wa layan wa komplain responnya makasih;1
860;860;1263;https://twitter.com/1orever/statuses/1584345904093728768;1orever;@PT_Transjakarta min, apakah terdapat tempat topup kartu JakLingko di halte Stasiun Juanda?;Twitter for Android;0;0;in;original;21036;339;212;0;min apakah terdapat tempat topup kartu jaklingko di halte stasiun juanda;['min', 'apakah', 'terdapat', 'tempat', 'topup', 'kartu', 'jaklingko', 'di', 'halte', 'stasiun', 'juanda'];['min', 'topup', 'kartu', 'jaklingko', 'halte', 'stasiun', 'juanda'];['min', 'topup', 'kartu', 'jaklingko', 'halte', 'stasiun', 'juanda'];min topup kartu jaklingko halte stasiun juanda;1
861;861;1264;https://twitter.com/PT_Transjakarta/statuses/1584344876719960065;PT_Transjakarta;"@AyubSudiro Hai Kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi :
📱 (Whatsapp) : 0812-6000-1440
☎️ (Phone) : 021-29223034
📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^TH";Genesys Social Engagement.;0;0;in;reply;430084;22;482400;0;hai kak mohon maaf atas kendala yang dialami mengenai saldo terpotong kali silakan laporkan ke nomor customer care jaklingko yang dapat di hubungi whatsapp phone email terima kasih th;['hai', 'kak', 'mohon', 'maaf', 'atas', 'kendala', 'yang', 'dialami', 'mengenai', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'ke', 'nomor', 'customer', 'care', 'jaklingko', 'yang', 'dapat', 'di', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'th'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'dialami', 'saldo', 'terpotong', 'kali', 'silakan', 'laporkan', 'nomor', 'customer', 'care', 'jaklingko', 'hubungi', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'th'];['hai', 'kak', 'mohon', 'maaf', 'kendala', 'alami', 'saldo', 'potong', 'kali', 'sila', 'lapor', 'nomor', 'customer', 'care', 'jaklingko', 'hubung', 'whatsapp', 'phone', 'email', 'terima', 'kasih', 'th'];hai kak mohon maaf kendala alami saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email terima kasih th;1
863;863;1267;https://twitter.com/BungDenni/statuses/1584340301992587266;BungDenni;@_GusLanang @MarpaungTumpal @Dennysiregar7 Saya pernah ke LRT Palembang. Sepi pak, karena rata-rata koneksi ke LRT nya harus pake angkot lagi yang bayar lagi, jadi memang tidak senyaman jaklingko. Kemudian saya juga lewat Tol lintas sumatera. Truk yang lewat sana jarang sekali. Padahal katanya untuk mempermudah dstribusi;Twitter for Android;0;0;in;reply;513;132;12;0;saya pernah ke lrt palembang sepi pak karena ratarata koneksi ke lrt nya harus pake angkot lagi yang bayar lagi jadi memang tidak senyaman jaklingko kemudian saya juga lewat tol lintas sumatera truk yang lewat sana jarang sekali padahal katanya untuk mempermudah dstribusi;['saya', 'pernah', 'ke', 'lrt', 'palembang', 'sepi', 'pak', 'karena', 'ratarata', 'koneksi', 'ke', 'lrt', 'nya', 'harus', 'pake', 'angkot', 'lagi', 'yang', 'bayar', 'lagi', 'jadi', 'memang', 'tidak', 'senyaman', 'jaklingko', 'kemudian', 'saya', 'juga', 'lewat', 'tol', 'lintas', 'sumatera', 'truk', 'yang', 'lewat', 'sana', 'jarang', 'sekali', 'padahal', 'katanya', 'untuk', 'mempermudah', 'dstribusi'];['lrt', 'palembang', 'sepi', 'ratarata', 'koneksi', 'lrt', 'nya', 'pake', 'angkot', 'bayar', 'senyaman', 'jaklingko', 'tol', 'lintas', 'sumatera', 'truk', 'jarang', 'mempermudah', 'dstribusi'];['lrt', 'palembang', 'sepi', 'ratarata', 'koneksi', 'lrt', 'nya', 'pake', 'angkot', 'bayar', 'nyaman', 'jaklingko', 'tol', 'lintas', 'sumatera', 'truk', 'jarang', 'mudah', 'dstribusi'];lrt palembang sepi ratarata koneksi lrt nya pake angkot bayar nyaman jaklingko tol lintas sumatera truk jarang mudah dstribusi;0
864;864;1268;https://twitter.com/muhamad_surya73/statuses/1584337525858238464;muhamad_surya73;@PT_Transjakarta Min saran untuk angkot 21 jurusan kmpung melayu - pulogadung tolong dibikin angkot jaklingko dong min;Twitter for Android;1;0;in;reply;36;43;1;1;min saran untuk angkot jurusan kmpung melayu pulogadung tolong dibikin angkot jaklingko dong min;['min', 'saran', 'untuk', 'angkot', 'jurusan', 'kmpung', 'melayu', 'pulogadung', 'tolong', 'dibikin', 'angkot', 'jaklingko', 'dong', 'min'];['min', 'saran', 'angkot', 'jurusan', 'kmpung', 'melayu', 'pulogadung', 'tolong', 'dibikin', 'angkot', 'jaklingko', 'min'];['min', 'saran', 'angkot', 'jurus', 'kmpung', 'melayu', 'pulogadung', 'tolong', 'bikin', 'angkot', 'jaklingko', 'min'];min saran angkot jurus kmpung melayu pulogadung tolong bikin angkot jaklingko min;1
