,id,link,author,description,source,favorite_count,retweet_count,lang,tweet_type,user_statuses_count,user_friends_count,user_followers_count,boost_value ,token,re_stop,stem,join
281,282,https://twitter.com/helkookiera/statuses/1576127542011916288,helkookiera,selamat pagii maaf sebelumnya saya ingin menginfokan bahwa kemarin kamis  sept  ada barang saya yg jatuh tertinggal di angkot jaklingko  saat saya mau turun barangnya berukuran kecil tapi itu penting sekali karna saya pakai setiap hari ,Twitter for Android,0,0,in,original,17566,680,48,0,"['selamat', 'pagii', 'maaf', 'sebelumnya', 'saya', 'ingin', 'menginfokan', 'bahwa', 'kemarin', 'kamis', 'sept', 'ada', 'barang', 'saya', 'yg', 'jatuh', 'tertinggal', 'di', 'angkot', 'jaklingko', 'saat', 'saya', 'mau', 'turun', 'barangnya', 'berukuran', 'kecil', 'tapi', 'itu', 'penting', 'sekali', 'karna', 'saya', 'pakai', 'setiap', 'hari']","['selamat', 'pagii', 'maaf', 'menginfokan', 'kemarin', 'kamis', 'sept', 'barang', 'jatuh', 'tertinggal', 'angkot', 'jaklingko', 'turun', 'barangnya', 'berukuran', 'karna', 'pakai']","['selamat', 'pagi', 'maaf', 'info', 'kemarin', 'kamis', 'sept', 'barang', 'jatuh', 'tinggal', 'angkot', 'jaklingko', 'turun', 'barang', 'ukur', 'karna', 'pakai']",selamat pagi maaf info kemarin kamis sept barang jatuh tinggal angkot jaklingko turun barang ukur karna pakai
282,283,https://twitter.com/helkookiera/statuses/1576126191584808960,helkookiera,selamat malam min maaf mau tanya untuk pengajuan kehilangan barang penting di jaklingko  bagimana ya min apa masih bisa ditemukan ,Twitter for Android,0,0,in,original,17566,680,48,0,"['selamat', 'malam', 'min', 'maaf', 'mau', 'tanya', 'untuk', 'pengajuan', 'kehilangan', 'barang', 'penting', 'di', 'jaklingko', 'bagimana', 'ya', 'min', 'apa', 'masih', 'bisa', 'ditemukan']","['selamat', 'malam', 'min', 'maaf', 'pengajuan', 'kehilangan', 'barang', 'jaklingko', 'bagimana', 'ya', 'min', 'ditemukan']","['selamat', 'malam', 'min', 'maaf', 'aju', 'hilang', 'barang', 'jaklingko', 'bagimana', 'ya', 'min', 'temu']",selamat malam min maaf aju hilang barang jaklingko bagimana ya min temu
283,284,https://twitter.com/binniebloo/statuses/1576089513247444993,binniebloo,anj jaklingko lama bet daaahhh ,Twitter for Android,0,0,in,original,21396,609,552,0,"['anj', 'jaklingko', 'lama', 'bet', 'daaahhh']","['anj', 'jaklingko', 'daaahhh']","['anj', 'jaklingko', 'daaahhh']",anj jaklingko daaahhh
284,285,https://twitter.com/rapuenzl/statuses/1576053108492226561,rapuenzl,emang jadinya x jalan dianter gua ke pos jak lingko naek jaklingko kerumah temennya naek tj naek kereta kalo tmnlu atau siapapun mau tutorial mempersulit idup tanya ade gua  ,Twitter for Android,0,0,in,reply,2520,84,10,0,"['emang', 'jadinya', 'x', 'jalan', 'dianter', 'gua', 'ke', 'pos', 'jak', 'lingko', 'naek', 'jaklingko', 'kerumah', 'temennya', 'naek', 'tj', 'naek', 'kereta', 'kalo', 'tmnlu', 'atau', 'siapapun', 'mau', 'tutorial', 'mempersulit', 'idup', 'tanya', 'ade', 'gua']","['emang', 'x', 'jalan', 'dianter', 'gua', 'pos', 'jak', 'lingko', 'naek', 'jaklingko', 'kerumah', 'temennya', 'naek', 'naek', 'kereta', 'kalo', 'tmnlu', 'tutorial', 'mempersulit', 'idup', 'ade', 'gua']","['emang', 'x', 'jalan', 'anter', 'gua', 'pos', 'jak', 'lingko', 'naek', 'jaklingko', 'rumah', 'temennya', 'naek', 'naek', 'kereta', 'kalo', 'tmnlu', 'tutorial', 'sulit', 'idup', 'ade', 'gua']",emang x jalan anter gua pos jak lingko naek jaklingko rumah temennya naek naek kereta kalo tmnlu tutorial sulit idup ade gua
286,287,https://twitter.com/zzzathsu/statuses/1576025951594754048,zzzathsu,min mau tanya kalo kartu tapcash bisa buat mikrotrans gak ya dan kalo mau mendapatkan kartu jaklingko dmn ya lokasi saya di jatipadang ,Twitter for Android,0,0,in,reply,363,60,4,0,"['min', 'mau', 'tanya', 'kalo', 'kartu', 'tapcash', 'bisa', 'buat', 'mikrotrans', 'gak', 'ya', 'dan', 'kalo', 'mau', 'mendapatkan', 'kartu', 'jaklingko', 'dmn', 'ya', 'lokasi', 'saya', 'di', 'jatipadang']","['min', 'kalo', 'kartu', 'tapcash', 'mikrotrans', 'gak', 'ya', 'kalo', 'kartu', 'jaklingko', 'dmn', 'ya', 'lokasi', 'jatipadang']","['min', 'kalo', 'kartu', 'tapcash', 'mikrotrans', 'gak', 'ya', 'kalo', 'kartu', 'jaklingko', 'dmn', 'ya', 'lokasi', 'jatipadang']",min kalo kartu tapcash mikrotrans gak ya kalo kartu jaklingko dmn ya lokasi jatipadang
287,288,https://twitter.com/rererayendras/statuses/1576025059181088769,rererayendras,jalur sepeda menurutku sangat perlu tapi bersamaan dengan pengembangan transportasi umum terutama transjakarta jaklingko bagus mengembangkan transportasi umum yg layak tapi juga harus menambah kapasitas koridor utama transjakarta dgn pesat ,Twitter Web App,0,0,in,reply,8221,191,168,0,"['jalur', 'sepeda', 'menurutku', 'sangat', 'perlu', 'tapi', 'bersamaan', 'dengan', 'pengembangan', 'transportasi', 'umum', 'terutama', 'transjakarta', 'jaklingko', 'bagus', 'mengembangkan', 'transportasi', 'umum', 'yg', 'layak', 'tapi', 'juga', 'harus', 'menambah', 'kapasitas', 'koridor', 'utama', 'transjakarta', 'dgn', 'pesat']","['jalur', 'sepeda', 'menurutku', 'bersamaan', 'pengembangan', 'transportasi', 'transjakarta', 'jaklingko', 'bagus', 'mengembangkan', 'transportasi', 'layak', 'menambah', 'kapasitas', 'koridor', 'utama', 'transjakarta', 'pesat']","['jalur', 'sepeda', 'turut', 'sama', 'kembang', 'transportasi', 'transjakarta', 'jaklingko', 'bagus', 'kembang', 'transportasi', 'layak', 'tambah', 'kapasitas', 'koridor', 'utama', 'transjakarta', 'pesat']",jalur sepeda turut sama kembang transportasi transjakarta jaklingko bagus kembang transportasi layak tambah kapasitas koridor utama transjakarta pesat
288,289,https://twitter.com/digyunyaa/statuses/1576021604190269440,digyunyaa,pagi ini dibikin lari dr salah naik krl lari pindah peron sampe jatner lari lagi ngejar krl manggarai trs salah gerbong pas turun lari lagi ngejar jaklingko ya allah ,Twitter for Android,0,0,in,original,116915,1257,834,0,"['pagi', 'ini', 'dibikin', 'lari', 'dr', 'salah', 'naik', 'krl', 'lari', 'pindah', 'peron', 'sampe', 'jatner', 'lari', 'lagi', 'ngejar', 'krl', 'manggarai', 'trs', 'salah', 'gerbong', 'pas', 'turun', 'lari', 'lagi', 'ngejar', 'jaklingko', 'ya', 'allah']","['pagi', 'dibikin', 'lari', 'salah', 'krl', 'lari', 'pindah', 'peron', 'sampe', 'jatner', 'lari', 'ngejar', 'krl', 'manggarai', 'trs', 'salah', 'gerbong', 'pas', 'turun', 'lari', 'ngejar', 'jaklingko', 'ya', 'allah']","['pagi', 'bikin', 'lari', 'salah', 'krl', 'lari', 'pindah', 'peron', 'sampe', 'jatner', 'lari', 'ngejar', 'krl', 'manggarai', 'trs', 'salah', 'gerbong', 'pas', 'turun', 'lari', 'ngejar', 'jaklingko', 'ya', 'allah']",pagi bikin lari salah krl lari pindah peron sampe jatner lari ngejar krl manggarai trs salah gerbong pas turun lari ngejar jaklingko ya allah
289,290,https://twitter.com/sellaAKA/statuses/1576020507933016065,sellaAKA,mau tanya beli kartu jaklingko itu dmn si ,Twitter for iPhone,0,0,in,original,59429,295,1745,0,"['mau', 'tanya', 'beli', 'kartu', 'jaklingko', 'itu', 'dmn', 'si']","['beli', 'kartu', 'jaklingko', 'dmn', 'si']","['beli', 'kartu', 'jaklingko', 'dmn', 'si']",beli kartu jaklingko dmn si
290,291,https://twitter.com/satriaLub/statuses/1576017832537575424,satriaLub,ga update lu ok oce ganti nama jakpreneur ok otrip ganti jaklingko ,Twitter for Android,6,0,in,reply,1311,775,123,"4,87804878","['ga', 'update', 'lu', 'ok', 'oce', 'ganti', 'nama', 'jakpreneur', 'ok', 'otrip', 'ganti', 'jaklingko']","['ga', 'update', 'lu', 'ok', 'oce', 'ganti', 'nama', 'jakpreneur', 'ok', 'otrip', 'ganti', 'jaklingko']","['ga', 'update', 'lu', 'ok', 'oce', 'ganti', 'nama', 'jakpreneur', 'ok', 'otrip', 'ganti', 'jaklingko']",ga update lu ok oce ganti nama jakpreneur ok otrip ganti jaklingko
291,292,https://twitter.com/Vaasupati/statuses/1576005479284645888,Vaasupati,rute alternatif  s  s turun di pondok pinang transit ke h lebak bulus  senen turun di kanisius menyeberang jalan ada halte samping shell gunakan jaklingko gondangdia  cikini  rupiah turun di tim ,Twitter for Android,0,0,in,reply,3904,189,56,0,"['rute', 'alternatif', 's', 's', 'turun', 'di', 'pondok', 'pinang', 'transit', 'ke', 'h', 'lebak', 'bulus', 'senen', 'turun', 'di', 'kanisius', 'menyeberang', 'jalan', 'ada', 'halte', 'samping', 'shell', 'gunakan', 'jaklingko', 'gondangdia', 'cikini', 'rupiah', 'turun', 'di', 'tim']","['rute', 'alternatif', 's', 's', 'turun', 'pondok', 'pinang', 'transit', 'h', 'lebak', 'bulus', 'senen', 'turun', 'kanisius', 'menyeberang', 'jalan', 'halte', 'samping', 'shell', 'jaklingko', 'gondangdia', 'cikini', 'rupiah', 'turun', 'tim']","['rute', 'alternatif', 's', 's', 'turun', 'pondok', 'pinang', 'transit', 'h', 'lebak', 'bulus', 'senen', 'turun', 'kanisius', 'seberang', 'jalan', 'halte', 'samping', 'shell', 'jaklingko', 'gondangdia', 'cikini', 'rupiah', 'turun', 'tim']",rute alternatif s s turun pondok pinang transit h lebak bulus senen turun kanisius seberang jalan halte samping shell jaklingko gondangdia cikini rupiah turun tim
292,293,https://twitter.com/anitamld/statuses/1576001952152190976,anitamld,emang tangerang ada jaklingko ,Twitter for Android,0,0,in,reply,6500,35,115,0,"['emang', 'tangerang', 'ada', 'jaklingko']","['emang', 'tangerang', 'jaklingko']","['emang', 'tangerang', 'jaklingko']",emang tangerang jaklingko
293,294,https://twitter.com/YeniI64127518/statuses/1575915869590286336,YeniI64127518,sebagai warga pendatang yg mencari nafkah djakarta bbm naik ada angkutan jaklingko yg free luar biasa sangat membantu meringankan beban ekonomi masyarakat menengah kebawah ,Twitter for Android,0,0,in,reply,1030,32,12,0,"['sebagai', 'warga', 'pendatang', 'yg', 'mencari', 'nafkah', 'djakarta', 'bbm', 'naik', 'ada', 'angkutan', 'jaklingko', 'yg', 'free', 'luar', 'biasa', 'sangat', 'membantu', 'meringankan', 'beban', 'ekonomi', 'masyarakat', 'menengah', 'kebawah']","['warga', 'pendatang', 'mencari', 'nafkah', 'djakarta', 'bbm', 'angkutan', 'jaklingko', 'free', 'membantu', 'meringankan', 'beban', 'ekonomi', 'masyarakat', 'menengah', 'kebawah']","['warga', 'datang', 'cari', 'nafkah', 'djakarta', 'bbm', 'angkut', 'jaklingko', 'free', 'bantu', 'ringan', 'beban', 'ekonomi', 'masyarakat', 'tengah', 'bawah']",warga datang cari nafkah djakarta bbm angkut jaklingko free bantu ringan beban ekonomi masyarakat tengah bawah
294,295,https://twitter.com/onmidnighte/statuses/1575908812569006081,onmidnighte,halte mana aja yang ada mesin buat beli jaklingko min ,Twitter for iPhone,0,0,in,original,32,3,0,0,"['halte', 'mana', 'aja', 'yang', 'ada', 'mesin', 'buat', 'beli', 'jaklingko', 'min']","['halte', 'aja', 'mesin', 'beli', 'jaklingko', 'min']","['halte', 'aja', 'mesin', 'beli', 'jaklingko', 'min']",halte aja mesin beli jaklingko min
295,296,https://twitter.com/ezrosen/statuses/1575908268622286848,ezrosen,betul tapi mrtnya di perbatasan dg pondok pinang warga lebak bulus sendiri tidak dikasih bus untuk ke stasiunhalte pdhl banyak perumahan dg mobil lebih dr  hanya angkot jaklingko yg selalu penuh pd jam sibuk parkir sedikir jd tetap naik mobil macet ,Twitter for iPhone,0,0,in,reply,479,270,27,0,"['betul', 'tapi', 'mrtnya', 'di', 'perbatasan', 'dg', 'pondok', 'pinang', 'warga', 'lebak', 'bulus', 'sendiri', 'tidak', 'dikasih', 'bus', 'untuk', 'ke', 'stasiunhalte', 'pdhl', 'banyak', 'perumahan', 'dg', 'mobil', 'lebih', 'dr', 'hanya', 'angkot', 'jaklingko', 'yg', 'selalu', 'penuh', 'pd', 'jam', 'sibuk', 'parkir', 'sedikir', 'jd', 'tetap', 'naik', 'mobil', 'macet']","['mrtnya', 'perbatasan', 'dg', 'pondok', 'pinang', 'warga', 'lebak', 'bulus', 'dikasih', 'bus', 'stasiunhalte', 'pdhl', 'perumahan', 'dg', 'mobil', 'angkot', 'jaklingko', 'penuh', 'pd', 'jam', 'sibuk', 'parkir', 'sedikir', 'jd', 'mobil', 'macet']","['mrtnya', 'batas', 'dg', 'pondok', 'pinang', 'warga', 'lebak', 'bulus', 'kasih', 'bus', 'stasiunhalte', 'pdhl', 'rumah', 'dg', 'mobil', 'angkot', 'jaklingko', 'penuh', 'pd', 'jam', 'sibuk', 'parkir', 'kir', 'jd', 'mobil', 'macet']",mrtnya batas dg pondok pinang warga lebak bulus kasih bus stasiunhalte pdhl rumah dg mobil angkot jaklingko penuh pd jam sibuk parkir kir jd mobil macet
296,297,https://twitter.com/idowoonknow/statuses/1575893559894368256,idowoonknow,halo tolong info rute kalo dari pulogadung mau ke st klender blh tjjaklingko utk hari sabtu trims ,Twitter for iPhone,0,0,in,original,1859,283,235,0,"['halo', 'tolong', 'info', 'rute', 'kalo', 'dari', 'pulogadung', 'mau', 'ke', 'st', 'klender', 'blh', 'tjjaklingko', 'utk', 'hari', 'sabtu', 'trims']","['halo', 'tolong', 'info', 'rute', 'kalo', 'pulogadung', 'st', 'klender', 'blh', 'tjjaklingko', 'utk', 'sabtu', 'trims']","['halo', 'tolong', 'info', 'rute', 'kalo', 'pulogadung', 'st', 'klender', 'blh', 'tjjaklingko', 'utk', 'sabtu', 'trims']",halo tolong info rute kalo pulogadung st klender blh tjjaklingko utk sabtu trims
298,299,https://twitter.com/pramadanidyah/statuses/1575830209508495360,pramadanidyah,selamat malam min mau tanya apakah mimin tau dari cempaka putih ke pasar baru kirakira angkutannya apa ya rutenya kalo bisa angkot jaklingko min terima kasih ,Twitter for Android,0,0,in,original,277,98,85,0,"['selamat', 'malam', 'min', 'mau', 'tanya', 'apakah', 'mimin', 'tau', 'dari', 'cempaka', 'putih', 'ke', 'pasar', 'baru', 'kirakira', 'angkutannya', 'apa', 'ya', 'rutenya', 'kalo', 'bisa', 'angkot', 'jaklingko', 'min', 'terima', 'kasih']","['selamat', 'malam', 'min', 'mimin', 'tau', 'cempaka', 'putih', 'pasar', 'kirakira', 'angkutannya', 'ya', 'rutenya', 'kalo', 'angkot', 'jaklingko', 'min', 'terima', 'kasih']","['selamat', 'malam', 'min', 'mimin', 'tau', 'cempaka', 'putih', 'pasar', 'kirakira', 'angkut', 'ya', 'rute', 'kalo', 'angkot', 'jaklingko', 'min', 'terima', 'kasih']",selamat malam min mimin tau cempaka putih pasar kirakira angkut ya rute kalo angkot jaklingko min terima kasih
299,300,https://twitter.com/LvPrada3/statuses/1575819076554788864,LvPrada3,eh tinggal dmn lu pernah naik jaklingko klo belon lu telen aja lu tuh biar otak lu gak isi kek bacotan lu tolol ,Twitter for iPhone,0,0,in,reply,2021,194,100,0,"['eh', 'tinggal', 'dmn', 'lu', 'pernah', 'naik', 'jaklingko', 'klo', 'belon', 'lu', 'telen', 'aja', 'lu', 'tuh', 'biar', 'otak', 'lu', 'gak', 'isi', 'kek', 'bacotan', 'lu', 'tolol']","['eh', 'tinggal', 'dmn', 'lu', 'jaklingko', 'klo', 'belon', 'lu', 'telen', 'aja', 'lu', 'tuh', 'biar', 'otak', 'lu', 'gak', 'isi', 'kek', 'bacotan', 'lu', 'tolol']","['eh', 'tinggal', 'dmn', 'lu', 'jaklingko', 'klo', 'belon', 'lu', 'telen', 'aja', 'lu', 'tuh', 'biar', 'otak', 'lu', 'gak', 'isi', 'kek', 'bacot', 'lu', 'tolol']",eh tinggal dmn lu jaklingko klo belon lu telen aja lu tuh biar otak lu gak isi kek bacot lu tolol
300,301,https://twitter.com/jaehyunklender/statuses/1575808870693634049,jaehyunklender,kak adminnn info tjjaklingko yg beroperasi di hari minggu dari pancoran ke bekasi ,Twitter for Android,0,0,in,original,872,38,0,0,"['kak', 'adminnn', 'info', 'tjjaklingko', 'yg', 'beroperasi', 'di', 'hari', 'minggu', 'dari', 'pancoran', 'ke', 'bekasi']","['kak', 'adminnn', 'info', 'tjjaklingko', 'beroperasi', 'minggu', 'pancoran', 'bekasi']","['kak', 'adminnn', 'info', 'tjjaklingko', 'operasi', 'minggu', 'pancoran', 'bekas']",kak adminnn info tjjaklingko operasi minggu pancoran bekas
301,302,https://twitter.com/bllikin/statuses/1575806251417468928,bllikin,kapan ada jaklingko ada kjp trotoar luas gaji gede ya ayok kita gabung wkwk ,Twitter for Android,0,0,in,original,50764,339,261,0,"['kapan', 'ada', 'jaklingko', 'ada', 'kjp', 'trotoar', 'luas', 'gaji', 'gede', 'ya', 'ayok', 'kita', 'gabung', 'wkwk']","['jaklingko', 'kjp', 'trotoar', 'luas', 'gaji', 'gede', 'ya', 'ayok', 'gabung']","['jaklingko', 'kjp', 'trotoar', 'luas', 'gaji', 'gede', 'ya', 'ayok', 'gabung']",jaklingko kjp trotoar luas gaji gede ya ayok gabung
302,303,https://twitter.com/kyeomhanji/statuses/1575793910634336257,kyeomhanji,ini jaklingko pada kemana si ,Twitter for iPhone,0,0,in,original,55933,1211,1430,0,"['ini', 'jaklingko', 'pada', 'kemana', 'si']","['jaklingko', 'kemana', 'si']","['jaklingko', 'mana', 'si']",jaklingko mana si
303,304,https://twitter.com/salmonsaeys/statuses/1575783334403186688,salmonsaeys,mana kanan kiri duduknya juga memanjang gitu udh cocok bgt bang naik jaklingko ,Twitter for iPhone,0,0,in,reply,63567,417,2559,0,"['mana', 'kanan', 'kiri', 'duduknya', 'juga', 'memanjang', 'gitu', 'udh', 'cocok', 'bgt', 'bang', 'naik', 'jaklingko']","['kanan', 'kiri', 'duduknya', 'memanjang', 'gitu', 'udh', 'cocok', 'bang', 'jaklingko']","['kanan', 'kiri', 'duduk', 'panjang', 'gitu', 'udh', 'cocok', 'bang', 'jaklingko']",kanan kiri duduk panjang gitu udh cocok bang jaklingko
304,305,https://twitter.com/eveningknnty/statuses/1575771247450824704,eveningknnty,siang min kalau naik t dari poris bisa pakai kartu jaklingko tapcash bni tidak ya ,Twitter for Android,0,0,in,original,4505,14,40,0,"['siang', 'min', 'kalau', 'naik', 't', 'dari', 'poris', 'bisa', 'pakai', 'kartu', 'jaklingko', 'tapcash', 'bni', 'tidak', 'ya']","['siang', 'min', 't', 'poris', 'pakai', 'kartu', 'jaklingko', 'tapcash', 'bni', 'ya']","['siang', 'min', 't', 'poris', 'pakai', 'kartu', 'jaklingko', 'tapcash', 'bni', 'ya']",siang min t poris pakai kartu jaklingko tapcash bni ya
305,306,https://twitter.com/bblue_haneull/statuses/1575769655205310464,bblue_haneull,kalo gue emoney buat naik jaklingko kalo lo naro stnk di situ gak aneh sih kalo buat gue ,Twitter for Android,0,0,in,reply,15853,997,533,0,"['kalo', 'gue', 'emoney', 'buat', 'naik', 'jaklingko', 'kalo', 'lo', 'naro', 'stnk', 'di', 'situ', 'gak', 'aneh', 'sih', 'kalo', 'buat', 'gue']","['kalo', 'gue', 'emoney', 'jaklingko', 'kalo', 'lo', 'naro', 'stnk', 'situ', 'gak', 'aneh', 'sih', 'kalo', 'gue']","['kalo', 'gue', 'emoney', 'jaklingko', 'kalo', 'lo', 'naro', 'stnk', 'situ', 'gak', 'aneh', 'sih', 'kalo', 'gue']",kalo gue emoney jaklingko kalo lo naro stnk situ gak aneh sih kalo gue
306,307,https://twitter.com/restu_bumikoe/statuses/1575760271523876864,restu_bumikoe,ada jg lu yg ngaca org ngetwit soal transportasi jaklingko ngapa lu yg blingsatanpan ketauan lu yg dengki plak koplak ,Twitter for Android,1,0,in,reply,433,236,90,"1,111111111","['ada', 'jg', 'lu', 'yg', 'ngaca', 'org', 'ngetwit', 'soal', 'transportasi', 'jaklingko', 'ngapa', 'lu', 'yg', 'blingsatanpan', 'ketauan', 'lu', 'yg', 'dengki', 'plak', 'koplak']","['jg', 'lu', 'ngaca', 'org', 'ngetwit', 'transportasi', 'jaklingko', 'ngapa', 'lu', 'blingsatanpan', 'ketauan', 'lu', 'dengki', 'plak', 'koplak']","['jg', 'lu', 'ngaca', 'org', 'ngetwit', 'transportasi', 'jaklingko', 'ngapa', 'lu', 'blingsatanpan', 'tau', 'lu', 'dengki', 'plak', 'koplak']",jg lu ngaca org ngetwit transportasi jaklingko ngapa lu blingsatanpan tau lu dengki plak koplak
307,308,https://twitter.com/harprat/statuses/1575753127697215488,harprat,apakah kartu jaklingko mandiri bermasalah tadi saya naik m ga tau ingat nomornya dan tidak bisa tap sementara di halte brt bisa tap ,Twitter Web App,0,0,in,original,975,186,39,0,"['apakah', 'kartu', 'jaklingko', 'mandiri', 'bermasalah', 'tadi', 'saya', 'naik', 'm', 'ga', 'tau', 'ingat', 'nomornya', 'dan', 'tidak', 'bisa', 'tap', 'sementara', 'di', 'halte', 'brt', 'bisa', 'tap']","['kartu', 'jaklingko', 'mandiri', 'bermasalah', 'm', 'ga', 'tau', 'nomornya', 'tap', 'halte', 'tap']","['kartu', 'jaklingko', 'mandiri', 'masalah', 'm', 'ga', 'tau', 'nomor', 'tap', 'halte', 'tap']",kartu jaklingko mandiri masalah m ga tau nomor tap halte tap
308,309,https://twitter.com/ayoxtop/statuses/1575752161153064960,ayoxtop,kemiskinan tetap ada dan tidak mungkin dihapuskan yang penting adanya keberpihakan dari pemerintah untuk meringankan beban kelompok low income al berupa program untuk menurunkan biaya hidup sprti transportasi jaklingkotrans jak dll penyediaan bahan pangan murah dll ,Twitter for Android,1,0,in,reply,7591,320,91,"1,098901099","['kemiskinan', 'tetap', 'ada', 'dan', 'tidak', 'mungkin', 'dihapuskan', 'yang', 'penting', 'adanya', 'keberpihakan', 'dari', 'pemerintah', 'untuk', 'meringankan', 'beban', 'kelompok', 'low', 'income', 'al', 'berupa', 'program', 'untuk', 'menurunkan', 'biaya', 'hidup', 'sprti', 'transportasi', 'jaklingkotrans', 'jak', 'dll', 'penyediaan', 'bahan', 'pangan', 'murah', 'dll']","['kemiskinan', 'dihapuskan', 'keberpihakan', 'pemerintah', 'meringankan', 'beban', 'kelompok', 'low', 'income', 'al', 'program', 'menurunkan', 'biaya', 'hidup', 'sprti', 'transportasi', 'jaklingkotrans', 'jak', 'dll', 'penyediaan', 'bahan', 'pangan', 'murah', 'dll']","['miskin', 'hapus', 'pihak', 'perintah', 'ringan', 'beban', 'kelompok', 'low', 'income', 'al', 'program', 'turun', 'biaya', 'hidup', 'sprti', 'transportasi', 'jaklingkotrans', 'jak', 'dll', 'sedia', 'bahan', 'pangan', 'murah', 'dll']",miskin hapus pihak perintah ringan beban kelompok low income al program turun biaya hidup sprti transportasi jaklingkotrans jak dll sedia bahan pangan murah dll
309,310,https://twitter.com/Piepooy/statuses/1575741506945974272,Piepooy,halo mohon dibantu info cara mendapatkan kartu jaklingko karena sudah  hari ini cari di beberapa halte transjakarta kartu habis soalnya kalau mau tap di angkot jaklingko suka gak bisa pake kartu flazz ,Twitter for Android,0,0,in,original,7098,137,136,0,"['halo', 'mohon', 'dibantu', 'info', 'cara', 'mendapatkan', 'kartu', 'jaklingko', 'karena', 'sudah', 'hari', 'ini', 'cari', 'di', 'beberapa', 'halte', 'transjakarta', 'kartu', 'habis', 'soalnya', 'kalau', 'mau', 'tap', 'di', 'angkot', 'jaklingko', 'suka', 'gak', 'bisa', 'pake', 'kartu', 'flazz']","['halo', 'mohon', 'dibantu', 'info', 'kartu', 'jaklingko', 'cari', 'halte', 'transjakarta', 'kartu', 'habis', 'tap', 'angkot', 'jaklingko', 'suka', 'gak', 'pake', 'kartu', 'flazz']","['halo', 'mohon', 'bantu', 'info', 'kartu', 'jaklingko', 'cari', 'halte', 'transjakarta', 'kartu', 'habis', 'tap', 'angkot', 'jaklingko', 'suka', 'gak', 'pake', 'kartu', 'flazz']",halo mohon bantu info kartu jaklingko cari halte transjakarta kartu habis tap angkot jaklingko suka gak pake kartu flazz
310,311,https://twitter.com/AlifYatno/statuses/1575740128537980928,AlifYatno,untuk yang perubahan rute jaklingko itu apakah sdh dikoordinasikan dengan dilapangan min krn banyak yg tdk sesuai dengan rilisnya ,Twitter for Android,0,0,in,reply,9,37,0,0,"['untuk', 'yang', 'perubahan', 'rute', 'jaklingko', 'itu', 'apakah', 'sdh', 'dikoordinasikan', 'dengan', 'dilapangan', 'min', 'krn', 'banyak', 'yg', 'tdk', 'sesuai', 'dengan', 'rilisnya']","['perubahan', 'rute', 'jaklingko', 'sdh', 'dikoordinasikan', 'dilapangan', 'min', 'tdk', 'sesuai', 'rilisnya']","['ubah', 'rute', 'jaklingko', 'sdh', 'koordinasi', 'lapang', 'min', 'tdk', 'sesuai', 'rilis']",ubah rute jaklingko sdh koordinasi lapang min tdk sesuai rilis
311,312,https://twitter.com/snojaez/statuses/1575720426243690497,snojaez,gue kan lg duduk nunggu jaklingko trs ada mobil pariwisata gitu biru nah gue liatin awal kepo aja terus penumpangnya turun nah bapak supirnya bukain bagasi trs liat ke gue sambil ngedipin mata dua kali ajg trs gue otomatis balik muka smbil istighfar yaallah ,Twitter for Android,0,0,in,original,134,4,2,0,"['gue', 'kan', 'lg', 'duduk', 'nunggu', 'jaklingko', 'trs', 'ada', 'mobil', 'pariwisata', 'gitu', 'biru', 'nah', 'gue', 'liatin', 'awal', 'kepo', 'aja', 'terus', 'penumpangnya', 'turun', 'nah', 'bapak', 'supirnya', 'bukain', 'bagasi', 'trs', 'liat', 'ke', 'gue', 'sambil', 'ngedipin', 'mata', 'dua', 'kali', 'ajg', 'trs', 'gue', 'otomatis', 'balik', 'muka', 'smbil', 'istighfar', 'yaallah']","['gue', 'lg', 'duduk', 'nunggu', 'jaklingko', 'trs', 'mobil', 'pariwisata', 'gitu', 'biru', 'gue', 'liatin', 'kepo', 'aja', 'penumpangnya', 'turun', 'supirnya', 'bukain', 'bagasi', 'trs', 'liat', 'gue', 'ngedipin', 'mata', 'kali', 'ajg', 'trs', 'gue', 'otomatis', 'muka', 'smbil', 'istighfar', 'yaallah']","['gue', 'lg', 'duduk', 'nunggu', 'jaklingko', 'trs', 'mobil', 'pariwisata', 'gitu', 'biru', 'gue', 'liatin', 'kepo', 'aja', 'tumpang', 'turun', 'supirnya', 'bukain', 'bagasi', 'trs', 'liat', 'gue', 'ngedipin', 'mata', 'kali', 'ajg', 'trs', 'gue', 'otomatis', 'muka', 'smbil', 'istighfar', 'yaallah']",gue lg duduk nunggu jaklingko trs mobil pariwisata gitu biru gue liatin kepo aja tumpang turun supirnya bukain bagasi trs liat gue ngedipin mata kali ajg trs gue otomatis muka smbil istighfar yaallah
312,313,https://twitter.com/Tono_apa_tonie/statuses/1575696123569664000,Tono_apa_tonie,udah bikin sih jaklingko  rupiah tapi tranyeknya nga nambah mikrolet masih banyak ,Twitter for iPhone,0,0,in,reply,2526,129,40,0,"['udah', 'bikin', 'sih', 'jaklingko', 'rupiah', 'tapi', 'tranyeknya', 'nga', 'nambah', 'mikrolet', 'masih', 'banyak']","['udah', 'bikin', 'sih', 'jaklingko', 'rupiah', 'tranyeknya', 'nga', 'nambah', 'mikrolet']","['udah', 'bikin', 'sih', 'jaklingko', 'rupiah', 'tranyeknya', 'nga', 'nambah', 'mikrolet']",udah bikin sih jaklingko rupiah tranyeknya nga nambah mikrolet
